joint,n_trials_vicon,n_trials_encoder,rmse_encoder_mean_std,r2_encoder_mean_std,rmse_vicon_mean_std,r2_vicon_mean_std
Knee R,16,16,0.192 ± 0.039,0.615 ± 0.141,0.153 ± 0.036,0.740 ± 0.158
