n_pairs,n_trials,n_subjects,rmse_full_mean,rmse_single_mean,delta_rmse_median,r2_full_mean,r2_single_mean,delta_r2_median,frac_single_worse_rmse,frac_single_worse_r2
117,39,8,0.14,0.1717,0.0289,0.7714,0.6645,-0.0481,0.735,0.735
