trial,subject,condition,joint,channel,rmse_full,rmse_single,delta_rmse,r2_full,r2_single,delta_r2
AB07_Amy::RA_0p8mps,AB07_Amy,RA_0p8mps,hip,hip_flexion_l,0.1671146933,0.2342765572,0.06716186390000001,0.8323590233,0.6705355375000001,-0.16182348579999994
AB07_Amy::RA_0p8mps,AB07_Amy,RA_0p8mps,hip,hip_flexion_r,0.175132318,0.2492827071,0.07415038909999999,0.8174076008000001,0.6300573461,-0.1873502547000001
AB07_Amy::RD_0p8mps,AB07_Amy,RD_0p8mps,hip,hip_flexion_l,0.1116810039,0.1952931074,0.08361210349999999,0.7580282189,0.260088233,-0.49793998590000005
AB07_Amy::RD_0p8mps,AB07_Amy,RD_0p8mps,hip,hip_flexion_r,0.1234934699,0.1927328448,0.0692393749,0.7103565940000001,0.2945160753,-0.41584051870000005
AB08_Seokhyun::LG_0p8mps,AB08_Seokhyun,LG_0p8mps,hip,hip_flexion_l,0.0899445059,0.14085553110000001,0.050911025200000015,0.8561462661,0.6472072355,-0.20893903059999996
AB08_Seokhyun::LG_0p8mps,AB08_Seokhyun,LG_0p8mps,hip,hip_flexion_r,0.08427442560000001,0.1139283746,0.029653949,0.8537711962000001,0.7327577451,-0.12101345110000006
AB08_Seokhyun::LG_1p2mps,AB08_Seokhyun,LG_1p2mps,hip,hip_flexion_l,0.1165220718,0.23121911950000001,0.11469704770000001,0.8921218581,0.5752195236000001,-0.31690233449999994
AB08_Seokhyun::LG_1p2mps,AB08_Seokhyun,LG_1p2mps,hip,hip_flexion_r,0.1127996098,0.18699282790000002,0.07419321810000001,0.8924802702,0.7045235524,-0.1879567178
AB08_Seokhyun::LG_1p6mps,AB08_Seokhyun,LG_1p6mps,hip,hip_flexion_l,0.1356822121,0.1941662022,0.058483990099999994,0.9203949024,0.8369794625,-0.0834154399
AB08_Seokhyun::LG_1p6mps,AB08_Seokhyun,LG_1p6mps,hip,hip_flexion_r,0.1267840761,0.15318877020000002,0.026404694100000015,0.9228867315,0.8874219944,-0.03546473709999998
AB08_Seokhyun::RA_0p8mps,AB08_Seokhyun,RA_0p8mps,hip,hip_flexion_l,0.2603092194,0.2362629585,-0.024046260900000005,0.3735498812,0.48394181300000005,0.11039193180000006
AB08_Seokhyun::RA_0p8mps,AB08_Seokhyun,RA_0p8mps,hip,hip_flexion_r,0.2534323724,0.2016413772,-0.051790995199999995,0.3462915348,0.5861726014,0.23988106660000003
AB08_Seokhyun::RD_0p8mps,AB08_Seokhyun,RD_0p8mps,hip,hip_flexion_l,0.1376448805,0.2307601997,0.09311531919999999,0.7705034802,0.3549731541,-0.4155303261
AB08_Seokhyun::RD_0p8mps,AB08_Seokhyun,RD_0p8mps,hip,hip_flexion_r,0.1371958604,0.2103256748,0.07312981439999999,0.7614333401000001,0.4393235478,-0.3221097923000001
AB01_Jinwoo::LG_0p8mps,AB01_Jinwoo,LG_0p8mps,knee,knee_angle_l,0.2995795274,0.3264611351,0.026881607700000032,-1.6173279455,-2.1081133734,-0.4907854279000001
AB01_Jinwoo::LG_0p8mps,AB01_Jinwoo,LG_0p8mps,knee,knee_angle_r,0.10544634700000001,0.1494415693,0.043995222299999984,0.4754732836,-0.0535311347,-0.5290044183
AB01_Jinwoo::LG_1p2mps,AB01_Jinwoo,LG_1p2mps,knee,knee_angle_l,0.30472032520000003,0.4052744623,0.1005541371,-0.1512671949,-1.0364406611,-0.8851734662000001
AB01_Jinwoo::LG_1p2mps,AB01_Jinwoo,LG_1p2mps,knee,knee_angle_r,0.0863353798,0.20929163080000002,0.12295625100000002,0.8466155347000001,0.0986208819,-0.7479946528000001
AB01_Jinwoo::LG_1p6mps,AB01_Jinwoo,LG_1p6mps,knee,knee_angle_l,0.2843222556,0.4286257255,0.14430346989999998,0.3928518593,-0.3798422041,-0.7726940634
AB01_Jinwoo::LG_1p6mps,AB01_Jinwoo,LG_1p6mps,knee,knee_angle_r,0.0835691038,0.21623901850000002,0.1326699147,0.9192870255000001,0.45959421920000004,-0.45969280630000003
AB01_Jinwoo::RA_0p8mps,AB01_Jinwoo,RA_0p8mps,knee,knee_angle_l,0.2179303205,0.2666944988,0.048764178300000016,0.1776053901,-0.23160957040000002,-0.40921496050000006
AB01_Jinwoo::RA_0p8mps,AB01_Jinwoo,RA_0p8mps,knee,knee_angle_r,0.11855300760000001,0.12946032770000002,0.010907320100000006,0.7832756488,0.7415622426,-0.04171340619999997
AB01_Jinwoo::RD_0p8mps,AB01_Jinwoo,RD_0p8mps,knee,knee_angle_l,0.5056710063000001,0.6456344636,0.13996345729999993,-0.7054946869000001,-1.7802744832,-1.0747797962999999
AB01_Jinwoo::RD_0p8mps,AB01_Jinwoo,RD_0p8mps,knee,knee_angle_r,0.2630087671,0.3840971238,0.12108835670000001,0.0868648907,-0.9474965673,-1.034361458
AB02_Oscar::LG_0p8mps,AB02_Oscar,LG_0p8mps,knee,knee_angle_l,0.2715245147,0.30879808810000003,0.03727357340000004,-3.4965997519,-4.8158787742,-1.3192790223
AB02_Oscar::LG_0p8mps,AB02_Oscar,LG_0p8mps,knee,knee_angle_r,0.1774965165,0.2164907609,0.03899424439999999,-2.1905347829,-3.7463804778,-1.5558456949
AB02_Oscar::LG_1p2mps,AB02_Oscar,LG_1p2mps,knee,knee_angle_l,0.0990841319,0.18539028740000002,0.08630615550000002,0.7118195524,-0.008858482,-0.7206780344000001
AB02_Oscar::LG_1p2mps,AB02_Oscar,LG_1p2mps,knee,knee_angle_r,0.054506028500000005,0.1050454341,0.0505394056,0.8889184607,0.5874209498,-0.3014975109
AB02_Oscar::LG_1p6mps,AB02_Oscar,LG_1p6mps,knee,knee_angle_l,0.1574981454,0.3025403493,0.1450422039,0.8622449461,0.491696312,-0.3705486341
AB02_Oscar::LG_1p6mps,AB02_Oscar,LG_1p6mps,knee,knee_angle_r,0.0633365604,0.20205371430000002,0.1387171539,0.9712386504,0.7072924064,-0.263946244
AB02_Oscar::RA_0p8mps,AB02_Oscar,RA_0p8mps,knee,knee_angle_l,0.254477129,0.2276658705,-0.026811258500000018,0.4058782743,0.5244745325,0.11859625819999997
AB02_Oscar::RA_0p8mps,AB02_Oscar,RA_0p8mps,knee,knee_angle_r,0.2148372326,0.1270053494,-0.08783188320000002,0.6041562716000001,0.8616597052,0.25750343359999994
AB02_Oscar::RD_0p8mps,AB02_Oscar,RD_0p8mps,knee,knee_angle_l,0.2677190653,0.3249451812,0.057226115899999985,0.6305849321,0.4557778578,-0.17480707429999998
AB02_Oscar::RD_0p8mps,AB02_Oscar,RD_0p8mps,knee,knee_angle_r,0.21856078210000002,0.22873121570000002,0.0101704336,0.6515311595000001,0.6183455290000001,-0.03318563050000001
AB03_Ilseung::LG_0p8mps,AB03_Ilseung,LG_0p8mps,knee,knee_angle_l,0.0603958037,0.054549434,-0.0058463696999999995,0.8256467269000001,0.8577680799,0.032121352999999964
AB03_Ilseung::LG_0p8mps,AB03_Ilseung,LG_0p8mps,knee,knee_angle_r,0.0479447197,0.0513272855,0.003382565800000001,0.8868095378,0.8702746475,-0.016534890299999994
AB03_Ilseung::LG_1p2mps,AB03_Ilseung,LG_1p2mps,knee,knee_angle_l,0.08445161670000001,0.055643892300000004,-0.028807724400000005,0.8580115621000001,0.9383586633000001,0.08034710119999999
AB03_Ilseung::LG_1p2mps,AB03_Ilseung,LG_1p2mps,knee,knee_angle_r,0.0690840945,0.061574374,-0.007509720499999997,0.9117889591,0.9299244012000001,0.018135442100000065
AB03_Ilseung::LG_1p6mps,AB03_Ilseung,LG_1p6mps,knee,knee_angle_l,0.1008880055,0.09718419240000001,-0.0037038130999999946,0.8858831672,0.8941083057,0.008225138499999951
AB03_Ilseung::LG_1p6mps,AB03_Ilseung,LG_1p6mps,knee,knee_angle_r,0.0949717496,0.1178739711,0.0229022215,0.8979166156,0.8427458876,-0.055170728
AB03_Ilseung::RA_0p8mps,AB03_Ilseung,RA_0p8mps,knee,knee_angle_l,0.0683803087,0.1337578238,0.0653775151,0.9122468306,0.6642321683,-0.24801466230000002
AB03_Ilseung::RA_0p8mps,AB03_Ilseung,RA_0p8mps,knee,knee_angle_r,0.07913993970000001,0.10808020360000001,0.0289402639,0.9294320737,0.8683841376,-0.06104793610000003
AB03_Ilseung::RD_0p8mps,AB03_Ilseung,RD_0p8mps,knee,knee_angle_l,0.1022864891,0.1516206263,0.0493341372,0.8717703646,0.7182470733,-0.15352329129999998
AB03_Ilseung::RD_0p8mps,AB03_Ilseung,RD_0p8mps,knee,knee_angle_r,0.0807824739,0.1038135053,0.0230310314,0.9447055899000001,0.9086823676,-0.0360232223000001
AB04_Changseob::LG_0p8mps,AB04_Changseob,LG_0p8mps,knee,knee_angle_l,0.14014410500000002,0.1852960731,0.045151968099999995,0.2068447638,-0.3865673134,-0.5934120772
AB04_Changseob::LG_0p8mps,AB04_Changseob,LG_0p8mps,knee,knee_angle_r,0.1112662339,0.16477948620000002,0.05351325230000002,0.5234037475000001,-0.0452739692,-0.5686777167000001
AB04_Changseob::LG_1p2mps,AB04_Changseob,LG_1p2mps,knee,knee_angle_l,0.07560981630000001,0.1452602267,0.06965041039999999,0.8830505371,0.5683464662000001,-0.31470407089999997
AB04_Changseob::LG_1p2mps,AB04_Changseob,LG_1p2mps,knee,knee_angle_r,0.0564371851,0.1492398787,0.09280269359999999,0.9428494212,0.6003684946,-0.34248092660000007
AB04_Changseob::LG_1p6mps,AB04_Changseob,LG_1p6mps,knee,knee_angle_l,0.0667892097,0.1062830824,0.0394938727,0.9495847594000001,0.8723333337,-0.0772514257000001
AB04_Changseob::LG_1p6mps,AB04_Changseob,LG_1p6mps,knee,knee_angle_r,0.0665785795,0.1442056991,0.0776271196,0.9607349012,0.8157945424,-0.1449403588
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,knee,knee_angle_l,0.10951569800000001,0.1215239221,0.012008224099999992,0.8570047784,0.8239271764,-0.033077601999999984
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,knee,knee_angle_r,0.1786795856,0.1715560422,-0.0071235433999999875,0.572648476,0.6060442707,0.03339579469999998
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,knee,knee_angle_l,0.1857593917,0.2001625951,0.014403203400000009,0.6252753795,0.5649125923,-0.06036278719999999
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,knee,knee_angle_r,0.1690105079,0.2001134196,0.031102911700000013,0.7783440584,0.6892548278,-0.08908923059999996
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,knee,knee_angle_l,0.0974641868,0.08755460970000001,-0.009909577099999997,0.7891960558000001,0.8298834220000001,0.04068736620000002
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,knee,knee_angle_r,0.1480103852,0.1342542948,-0.013756090400000004,0.6933073187000001,0.7476662105,0.054358891799999975
AB05_Maria::LG_1p6mps,AB05_Maria,LG_1p6mps,knee,knee_angle_l,0.10094064,0.1188469105,0.0179062705,0.8931975379,0.8519443623,-0.04125317559999997
AB05_Maria::LG_1p6mps,AB05_Maria,LG_1p6mps,knee,knee_angle_r,0.1585955601,0.1393174257,-0.019278134400000008,0.7812847985,0.8312251227,0.04994032420000005
AB05_Maria::RA_0p8mps,AB05_Maria,RA_0p8mps,knee,knee_angle_l,0.12190547800000001,0.1062945093,-0.015610968700000005,0.8316368795,0.8719963993000001,0.04035951980000008
AB05_Maria::RA_0p8mps,AB05_Maria,RA_0p8mps,knee,knee_angle_r,0.11650877820000001,0.1283907619,0.011881983700000001,0.8625675681,0.8331064748,-0.02946109330000002
AB05_Maria::RD_0p8mps,AB05_Maria,RD_0p8mps,knee,knee_angle_l,0.1104215898,0.1473864179,0.03696482810000001,0.8563840931000001,0.7441358254,-0.11224826770000007
AB05_Maria::RD_0p8mps,AB05_Maria,RD_0p8mps,knee,knee_angle_r,0.09174201850000001,0.1507407544,0.0589987359,0.8875195327000001,0.6963299938,-0.1911895389
AB06_Jimin::LG_0p8mps,AB06_Jimin,LG_0p8mps,knee,knee_angle_l,0.0988195513,0.1056195235,0.006799972200000004,0.7109978171,0.6698557215000001,-0.04114209559999993
AB06_Jimin::LG_0p8mps,AB06_Jimin,LG_0p8mps,knee,knee_angle_r,0.13886948270000002,0.1420532145,0.003183731799999978,0.3957877389,0.36776573430000004,-0.028022004599999983
AB06_Jimin::LG_1p2mps,AB06_Jimin,LG_1p2mps,knee,knee_angle_l,0.10679929290000001,0.11076041800000001,0.003961125100000004,0.8467988845000001,0.8352238525000001,-0.011575031999999985
AB06_Jimin::LG_1p2mps,AB06_Jimin,LG_1p2mps,knee,knee_angle_r,0.186193931,0.1165893063,-0.0696046247,0.5020742651,0.804768016,0.30269375090000006
AB06_Jimin::LG_1p6mps,AB06_Jimin,LG_1p6mps,knee,knee_angle_l,0.1457542488,0.14505961950000001,-0.0006946292999999992,0.8465022959,0.8479618750000001,0.0014595791000000524
AB06_Jimin::LG_1p6mps,AB06_Jimin,LG_1p6mps,knee,knee_angle_r,0.163130789,0.13128817410000002,-0.03184261489999998,0.7900522866,0.8640151608000001,0.07396287420000003
AB06_Jimin::RA_0p8mps,AB06_Jimin,RA_0p8mps,knee,knee_angle_l,0.16090660440000001,0.1643186082,0.0034120037999999797,0.5649979529,0.5463540313,-0.018643921599999946
AB06_Jimin::RA_0p8mps,AB06_Jimin,RA_0p8mps,knee,knee_angle_r,0.1839788251,0.19981946080000001,0.015840635700000022,0.5172080573,0.4304919111,-0.08671614619999995
AB06_Jimin::RD_0p8mps,AB06_Jimin,RD_0p8mps,knee,knee_angle_l,0.0923737458,0.1429415224,0.05056777659999999,0.9251875287,0.8208595349000001,-0.10432799379999991
AB06_Jimin::RD_0p8mps,AB06_Jimin,RD_0p8mps,knee,knee_angle_r,0.0902944956,0.10834157850000001,0.01804708290000001,0.9194439372000001,0.8840245685,-0.035419368700000065
AB07_Amy::LG_0p8mps,AB07_Amy,LG_0p8mps,knee,knee_angle_l,0.0716454725,0.0733833584,0.0017378858999999997,0.6128640223,0.5938549195,-0.01900910280000001
AB07_Amy::LG_0p8mps,AB07_Amy,LG_0p8mps,knee,knee_angle_r,0.1039196631,0.10657562050000001,0.002655957400000006,0.4817847496,0.4549573736,-0.026827376000000014
AB07_Amy::LG_1p2mps,AB07_Amy,LG_1p2mps,knee,knee_angle_l,0.0865161584,0.0759954937,-0.010520664700000001,0.8111363176,0.854276471,0.04314015339999999
AB07_Amy::LG_1p2mps,AB07_Amy,LG_1p2mps,knee,knee_angle_r,0.1260027283,0.12259031050000001,-0.0034124177999999977,0.6716310518,0.689176051,0.017544999199999967
AB07_Amy::LG_1p6mps,AB07_Amy,LG_1p6mps,knee,knee_angle_l,0.0835534717,0.0976140814,0.01406060969999999,0.9121022699,0.8800297391,-0.03207253079999994
AB07_Amy::LG_1p6mps,AB07_Amy,LG_1p6mps,knee,knee_angle_r,0.10768032200000001,0.1335552743,0.02587495229999999,0.8646051937,0.7917181621,-0.07288703159999999
AB07_Amy::RA_0p8mps,AB07_Amy,RA_0p8mps,knee,knee_angle_l,0.1070077536,0.1267760768,0.019768323199999993,0.8109744919,0.7346833308,-0.0762911611
AB07_Amy::RA_0p8mps,AB07_Amy,RA_0p8mps,knee,knee_angle_r,0.11140689890000001,0.1684508686,0.05704396969999999,0.7844287338,0.5071517589,-0.27727697490000003
AB07_Amy::RD_0p8mps,AB07_Amy,RD_0p8mps,knee,knee_angle_l,0.1697558765,0.12965778760000002,-0.040098088899999995,0.6938904585,0.8214234428,0.12753298430000004
AB07_Amy::RD_0p8mps,AB07_Amy,RD_0p8mps,knee,knee_angle_r,0.09624907120000001,0.1604251751,0.0641761039,0.8595797431000001,0.6098948242000001,-0.2496849189
AB08_Seokhyun::LG_0p8mps,AB08_Seokhyun,LG_0p8mps,knee,knee_angle_l,0.06959280670000001,0.1107710762,0.04117826949999999,0.7823127679,0.44848541210000004,-0.3338273558
AB08_Seokhyun::LG_0p8mps,AB08_Seokhyun,LG_0p8mps,knee,knee_angle_r,0.0703375073,0.0791404394,0.008802932099999994,0.6513148310000001,0.5585754898,-0.09273934120000005
AB08_Seokhyun::LG_1p2mps,AB08_Seokhyun,LG_1p2mps,knee,knee_angle_l,0.09094959970000001,0.0906122567,-0.00033734300000000383,0.7045678982,0.7067554205000001,0.0021875223000000776
AB08_Seokhyun::LG_1p2mps,AB08_Seokhyun,LG_1p2mps,knee,knee_angle_r,0.0704399797,0.11251936750000001,0.04207938780000001,0.8087904141000001,0.5121056592000001,-0.2966847549
AB08_Seokhyun::LG_1p6mps,AB08_Seokhyun,LG_1p6mps,knee,knee_angle_l,0.11303787530000001,0.1077842635,-0.005253611800000002,0.7854421689000001,0.8049225297,0.01948036079999993
AB08_Seokhyun::LG_1p6mps,AB08_Seokhyun,LG_1p6mps,knee,knee_angle_r,0.0846265086,0.1281856329,0.043559124300000016,0.9031732865000001,0.7778424653,-0.12533082120000005
AB08_Seokhyun::RA_0p8mps,AB08_Seokhyun,RA_0p8mps,knee,knee_angle_l,0.1089767263,0.1451427569,0.036166030599999996,0.6723956671,0.4188705855,-0.2535250816
AB08_Seokhyun::RA_0p8mps,AB08_Seokhyun,RA_0p8mps,knee,knee_angle_r,0.1426879663,0.200922442,0.05823447570000001,0.5572025556,0.12201457800000001,-0.43518797759999994
AB08_Seokhyun::RD_0p8mps,AB08_Seokhyun,RD_0p8mps,knee,knee_angle_l,0.11154008750000001,0.2056970531,0.09415696559999999,0.8114856393000001,0.3588810441,-0.45260459520000007
AB08_Seokhyun::RD_0p8mps,AB08_Seokhyun,RD_0p8mps,knee,knee_angle_r,0.1177810463,0.1639118738,0.0461308275,0.8606142131000001,0.7300467842,-0.13056742890000006
