trial,channel,joint,subject,condition,rmse_full,r2_full,rmse_single,r2_single,delta_rmse,delta_r2,single_worse_rmse,single_worse_r2
AB05_Maria::RD_0p8mps,knee_angle_l,knee,AB05_Maria,RD_0p8mps,0.1104215898,0.8563840931000001,0.1473864179,0.7441358254,0.03696482810000001,-0.11224826770000007,True,True
AB05_Maria::RD_0p8mps,ankle_angle_l,ankle,AB05_Maria,RD_0p8mps,0.1275523782,0.9337072925000001,0.2374747723,0.7702139835,0.10992239409999999,-0.16349330900000003,True,True
AB05_Maria::LG_1p2mps,hip_flexion_r,hip,AB05_Maria,LG_1p2mps,0.16685719440000002,0.7375697172,0.0977618222,0.9099128910000001,-0.06909537220000002,0.17234317380000008,False,False
AB05_Maria::LG_1p2mps,knee_angle_r,knee,AB05_Maria,LG_1p2mps,0.1480103852,0.6933073187000001,0.1342542948,0.7476662105,-0.013756090400000004,0.054358891799999975,False,False
AB05_Maria::LG_1p2mps,ankle_angle_r,ankle,AB05_Maria,LG_1p2mps,0.0846171173,0.9807602521000001,0.1659119815,0.9260329282,0.0812948642,-0.05472732390000001,True,True
AB05_Maria::LG_1p2mps,hip_flexion_l,hip,AB05_Maria,LG_1p2mps,0.1477858032,0.8064677932000001,0.11392608480000001,0.8849903819,-0.0338597184,0.07852258869999995,False,False
AB05_Maria::LG_1p2mps,knee_angle_l,knee,AB05_Maria,LG_1p2mps,0.0974641868,0.7891960558000001,0.08755460970000001,0.8298834220000001,-0.009909577099999997,0.04068736620000002,False,False
AB05_Maria::LG_1p2mps,ankle_angle_l,ankle,AB05_Maria,LG_1p2mps,0.11929736090000001,0.9548827569,0.2083227491,0.8624203256,0.0890253882,-0.09246243129999998,True,True
AB05_Maria::LG_1p6mps,hip_flexion_r,hip,AB05_Maria,LG_1p6mps,0.15932426460000002,0.8777144613000001,0.08103672,0.9683644809,-0.07828754460000001,0.09065001959999996,False,False
AB05_Maria::LG_1p6mps,knee_angle_r,knee,AB05_Maria,LG_1p6mps,0.1585955601,0.7812847985,0.1393174257,0.8312251227,-0.019278134400000008,0.04994032420000005,False,False
AB05_Maria::LG_1p6mps,ankle_angle_r,ankle,AB05_Maria,LG_1p6mps,0.0992157813,0.9756768011,0.16703902880000002,0.9310562201,0.06782324750000002,-0.04462058099999999,True,True
AB05_Maria::LG_1p6mps,hip_flexion_l,hip,AB05_Maria,LG_1p6mps,0.1523456483,0.8974913699,0.1165384661,0.9400155173,-0.035807182199999996,0.04252414739999999,False,False
AB05_Maria::LG_1p6mps,knee_angle_l,knee,AB05_Maria,LG_1p6mps,0.10094064,0.8931975379,0.1188469105,0.8519443623,0.0179062705,-0.04125317559999997,True,True
AB05_Maria::LG_1p6mps,ankle_angle_l,ankle,AB05_Maria,LG_1p6mps,0.11866129600000001,0.9626221723,0.22136123400000002,0.8699234475000001,0.102699938,-0.09269872479999997,True,True
AB06_Jimin::LG_0p8mps,hip_flexion_r,hip,AB06_Jimin,LG_0p8mps,0.1001517543,0.8254260739,0.1804802405,0.43308026,0.0803284862,-0.3923458139,True,True
AB06_Jimin::LG_0p8mps,knee_angle_r,knee,AB06_Jimin,LG_0p8mps,0.13886948270000002,0.3957877389,0.1420532145,0.36776573430000004,0.003183731799999978,-0.028022004599999983,True,True
AB06_Jimin::LG_0p8mps,ankle_angle_r,ankle,AB06_Jimin,LG_0p8mps,0.13743781100000002,0.8969888786,0.2051706955,0.7704367749000001,0.06773288449999998,-0.12655210369999992,True,True
AB06_Jimin::LG_0p8mps,hip_flexion_l,hip,AB06_Jimin,LG_0p8mps,0.1114705206,0.7787212615,0.1808858845,0.4173215132,0.06941536390000001,-0.3613997483,True,True
AB06_Jimin::LG_0p8mps,knee_angle_l,knee,AB06_Jimin,LG_0p8mps,0.0988195513,0.7109978171,0.1056195235,0.6698557215000001,0.006799972200000004,-0.04114209559999993,True,True
AB06_Jimin::LG_0p8mps,ankle_angle_l,ankle,AB06_Jimin,LG_0p8mps,0.16186512620000001,0.8447815964000001,0.2223158244,0.7071957436,0.060450698199999986,-0.13758585280000002,True,True
AB06_Jimin::RA_0p8mps,hip_flexion_r,hip,AB06_Jimin,RA_0p8mps,0.14355560720000002,0.8841335732000001,0.2901484219,0.5266768796,0.1465928147,-0.3574566936000001,True,True
AB06_Jimin::RA_0p8mps,knee_angle_r,knee,AB06_Jimin,RA_0p8mps,0.1839788251,0.5172080573,0.19981946080000001,0.4304919111,0.015840635700000022,-0.08671614619999995,True,True
AB06_Jimin::RA_0p8mps,ankle_angle_r,ankle,AB06_Jimin,RA_0p8mps,0.1706052303,0.8428795826000001,0.18914151780000002,0.8068824775000001,0.018536287500000026,-0.03599710509999998,True,True
AB06_Jimin::RA_0p8mps,hip_flexion_l,hip,AB06_Jimin,RA_0p8mps,0.1412841307,0.8816129859,0.27746798840000003,0.5433924685,0.13618385770000002,-0.33822051740000003,True,True
AB06_Jimin::RA_0p8mps,knee_angle_l,knee,AB06_Jimin,RA_0p8mps,0.16090660440000001,0.5649979529,0.1643186082,0.5463540313,0.0034120037999999797,-0.018643921599999946,True,True
AB06_Jimin::RA_0p8mps,ankle_angle_l,ankle,AB06_Jimin,RA_0p8mps,0.2129171902,0.7699629703,0.1620259393,0.8667873725,-0.05089125089999999,0.09682440219999999,False,False
AB06_Jimin::RD_0p8mps,hip_flexion_r,hip,AB06_Jimin,RD_0p8mps,0.0877199365,0.8306780485,0.15857806500000002,0.446646225,0.07085812850000002,-0.38403182350000004,True,True
AB06_Jimin::RD_0p8mps,knee_angle_r,knee,AB06_Jimin,RD_0p8mps,0.0902944956,0.9194439372000001,0.10834157850000001,0.8840245685,0.01804708290000001,-0.035419368700000065,True,True
AB06_Jimin::RD_0p8mps,ankle_angle_r,ankle,AB06_Jimin,RD_0p8mps,0.1252248386,0.9156095542,0.3208212006,0.44609097820000004,0.19559636200000002,-0.46951857599999997,True,True
AB06_Jimin::RD_0p8mps,hip_flexion_l,hip,AB06_Jimin,RD_0p8mps,0.0820954262,0.8315248616,0.1543433193,0.4045112375,0.0722478931,-0.42701362410000004,True,True
AB06_Jimin::RD_0p8mps,knee_angle_l,knee,AB06_Jimin,RD_0p8mps,0.0923737458,0.9251875287,0.1429415224,0.8208595349000001,0.05056777659999999,-0.10432799379999991,True,True
AB06_Jimin::RD_0p8mps,ankle_angle_l,ankle,AB06_Jimin,RD_0p8mps,0.14273781430000002,0.8852313059,0.3031487873,0.4823251979,0.16041097299999998,-0.402906108,True,True
AB06_Jimin::LG_1p2mps,hip_flexion_r,hip,AB06_Jimin,LG_1p2mps,0.1283969564,0.8903634381000001,0.1238442814,0.8980005418,-0.004552675000000006,0.007637103699999925,False,False
AB06_Jimin::LG_1p2mps,knee_angle_r,knee,AB06_Jimin,LG_1p2mps,0.186193931,0.5020742651,0.1165893063,0.804768016,-0.0696046247,0.30269375090000006,False,False
AB06_Jimin::LG_1p2mps,ankle_angle_r,ankle,AB06_Jimin,LG_1p2mps,0.1278957715,0.9332533323000001,0.1316711492,0.9292545572,0.003775377699999999,-0.003998775100000018,True,True
AB06_Jimin::LG_1p2mps,hip_flexion_l,hip,AB06_Jimin,LG_1p2mps,0.1106957413,0.9209733994,0.1258518689,0.8978517778,0.0151561276,-0.023121621599999975,True,True
AB06_Jimin::LG_1p2mps,knee_angle_l,knee,AB06_Jimin,LG_1p2mps,0.10679929290000001,0.8467988845000001,0.11076041800000001,0.8352238525000001,0.003961125100000004,-0.011575031999999985,True,True
AB06_Jimin::LG_1p2mps,ankle_angle_l,ankle,AB06_Jimin,LG_1p2mps,0.10463311410000001,0.9512790123,0.1715957819,0.8689638883,0.06696266779999999,-0.08231512399999996,True,True
AB06_Jimin::LG_1p6mps,hip_flexion_r,hip,AB06_Jimin,LG_1p6mps,0.138648893,0.9388881579,0.1458705191,0.9323562589000001,0.007221626100000017,-0.006531898999999952,True,True
AB06_Jimin::LG_1p6mps,knee_angle_r,knee,AB06_Jimin,LG_1p6mps,0.163130789,0.7900522866,0.13128817410000002,0.8640151608000001,-0.03184261489999998,0.07396287420000003,False,False
AB06_Jimin::LG_1p6mps,ankle_angle_r,ankle,AB06_Jimin,LG_1p6mps,0.0964754902,0.9687746672,0.21792027960000002,0.8406807024,0.12144478940000002,-0.12809396480000002,True,True
AB06_Jimin::LG_1p6mps,hip_flexion_l,hip,AB06_Jimin,LG_1p6mps,0.1471750595,0.9345075146,0.170674193,0.9119237636,0.02349913349999999,-0.022583750999999985,True,True
AB06_Jimin::LG_1p6mps,knee_angle_l,knee,AB06_Jimin,LG_1p6mps,0.1457542488,0.8465022959,0.14505961950000001,0.8479618750000001,-0.0006946292999999992,0.0014595791000000524,False,False
AB06_Jimin::LG_1p6mps,ankle_angle_l,ankle,AB06_Jimin,LG_1p6mps,0.10268685570000001,0.9665569955000001,0.1768618679,0.9007926179,0.07417501219999999,-0.06576437760000009,True,True
AB07_Amy::LG_0p8mps,hip_flexion_r,hip,AB07_Amy,LG_0p8mps,0.1412189895,0.7009550844,0.1776228201,0.5269056671,0.03640383059999999,-0.1740494173,True,True
AB07_Amy::LG_0p8mps,knee_angle_r,knee,AB07_Amy,LG_0p8mps,0.1039196631,0.4817847496,0.10657562050000001,0.4549573736,0.002655957400000006,-0.026827376000000014,True,True
AB07_Amy::LG_0p8mps,ankle_angle_r,ankle,AB07_Amy,LG_0p8mps,0.1189233943,0.9347726470000001,0.2117205335,0.7932616140000001,0.0927971392,-0.141511033,True,True
AB07_Amy::LG_0p8mps,hip_flexion_l,hip,AB07_Amy,LG_0p8mps,0.1458383011,0.7051397851,0.1896750245,0.5012380866,0.0438367234,-0.20390169849999995,True,True
AB07_Amy::LG_0p8mps,knee_angle_l,knee,AB07_Amy,LG_0p8mps,0.0716454725,0.6128640223,0.0733833584,0.5938549195,0.0017378858999999997,-0.01900910280000001,True,True
AB07_Amy::LG_0p8mps,ankle_angle_l,ankle,AB07_Amy,LG_0p8mps,0.10113749870000001,0.9399560004,0.1497963301,0.8682812673,0.048658831400000005,-0.07167473310000005,True,True
AB07_Amy::RA_0p8mps,hip_flexion_r,hip,AB07_Amy,RA_0p8mps,0.175132318,0.8174076008000001,0.2492827071,0.6300573461,0.07415038909999999,-0.1873502547000001,True,True
AB07_Amy::RA_0p8mps,knee_angle_r,knee,AB07_Amy,RA_0p8mps,0.11140689890000001,0.7844287338,0.1684508686,0.5071517589,0.05704396969999999,-0.27727697490000003,True,True
AB07_Amy::RA_0p8mps,ankle_angle_r,ankle,AB07_Amy,RA_0p8mps,0.18369424210000002,0.8798715457,0.175790927,0.8899860610000001,-0.007903315100000002,0.010114515300000071,False,False
AB07_Amy::RA_0p8mps,hip_flexion_l,hip,AB07_Amy,RA_0p8mps,0.1671146933,0.8323590233,0.2342765572,0.6705355375000001,0.06716186390000001,-0.16182348579999994,True,True
AB07_Amy::RA_0p8mps,knee_angle_l,knee,AB07_Amy,RA_0p8mps,0.1070077536,0.8109744919,0.1267760768,0.7346833308,0.019768323199999993,-0.0762911611,True,True
AB07_Amy::RA_0p8mps,ankle_angle_l,ankle,AB07_Amy,RA_0p8mps,0.1776244471,0.8621161274,0.1686815379,0.8756507706000001,-0.008942909199999988,0.013534643200000085,False,False
AB07_Amy::RD_0p8mps,hip_flexion_r,hip,AB07_Amy,RD_0p8mps,0.1234934699,0.7103565940000001,0.1927328448,0.2945160753,0.0692393749,-0.41584051870000005,True,True
AB07_Amy::RD_0p8mps,knee_angle_r,knee,AB07_Amy,RD_0p8mps,0.09624907120000001,0.8595797431000001,0.1604251751,0.6098948242000001,0.0641761039,-0.2496849189,True,True
AB07_Amy::RD_0p8mps,ankle_angle_r,ankle,AB07_Amy,RD_0p8mps,0.12337173280000001,0.9242087847,0.2091617946,0.7821526605,0.0857900618,-0.14205612420000002,True,True
AB07_Amy::RD_0p8mps,hip_flexion_l,hip,AB07_Amy,RD_0p8mps,0.1116810039,0.7580282189,0.1952931074,0.260088233,0.08361210349999999,-0.49793998590000005,True,True
AB07_Amy::RD_0p8mps,knee_angle_l,knee,AB07_Amy,RD_0p8mps,0.1697558765,0.6938904585,0.12965778760000002,0.8214234428,-0.040098088899999995,0.12753298430000004,False,False
AB07_Amy::RD_0p8mps,ankle_angle_l,ankle,AB07_Amy,RD_0p8mps,0.16011890750000002,0.8390936061000001,0.1465654989,0.8651808557,-0.013553408600000011,0.026087249599999973,False,False
AB07_Amy::LG_1p2mps,hip_flexion_r,hip,AB07_Amy,LG_1p2mps,0.14982938610000002,0.8367452311,0.12580362250000002,0.8849045461,-0.0240257636,0.048159315000000036,False,False
AB07_Amy::LG_1p2mps,knee_angle_r,knee,AB07_Amy,LG_1p2mps,0.1260027283,0.6716310518,0.12259031050000001,0.689176051,-0.0034124177999999977,0.017544999199999967,False,False
AB07_Amy::LG_1p2mps,ankle_angle_r,ankle,AB07_Amy,LG_1p2mps,0.1403263627,0.9408179236,0.1925138389,0.8886127273000001,0.0521874762,-0.05220519629999998,True,True
AB07_Amy::LG_1p2mps,hip_flexion_l,hip,AB07_Amy,LG_1p2mps,0.132892024,0.8834657327000001,0.1358286777,0.8782584676,0.0029366537000000137,-0.005207265100000025,True,True
AB07_Amy::LG_1p2mps,knee_angle_l,knee,AB07_Amy,LG_1p2mps,0.0865161584,0.8111363176,0.0759954937,0.854276471,-0.010520664700000001,0.04314015339999999,False,False
AB07_Amy::LG_1p2mps,ankle_angle_l,ankle,AB07_Amy,LG_1p2mps,0.1337075238,0.9353123538,0.1583626158,0.9092566119000001,0.02465509199999999,-0.02605574189999993,True,True
AB07_Amy::LG_1p6mps,hip_flexion_r,hip,AB07_Amy,LG_1p6mps,0.1702185374,0.9049958336,0.1589852934,0.9171213158,-0.011233244000000003,0.012125482199999982,False,False
AB07_Amy::LG_1p6mps,knee_angle_r,knee,AB07_Amy,LG_1p6mps,0.10768032200000001,0.8646051937,0.1335552743,0.7917181621,0.02587495229999999,-0.07288703159999999,True,True
AB07_Amy::LG_1p6mps,ankle_angle_r,ankle,AB07_Amy,LG_1p6mps,0.1385707294,0.9479474559000001,0.4469442876,0.4584909284,0.3083735582,-0.48945652750000007,True,True
AB07_Amy::LG_1p6mps,hip_flexion_l,hip,AB07_Amy,LG_1p6mps,0.1833110281,0.9063390292,0.1856205519,0.903964105,0.0023095238000000184,-0.0023749241999999615,True,True
AB07_Amy::LG_1p6mps,knee_angle_l,knee,AB07_Amy,LG_1p6mps,0.0835534717,0.9121022699,0.0976140814,0.8800297391,0.01406060969999999,-0.03207253079999994,True,True
AB07_Amy::LG_1p6mps,ankle_angle_l,ankle,AB07_Amy,LG_1p6mps,0.1360962506,0.9455405165,0.2791021103,0.7709620557,0.1430058597,-0.17457846080000006,True,True
AB08_Seokhyun::LG_0p8mps,hip_flexion_r,hip,AB08_Seokhyun,LG_0p8mps,0.08427442560000001,0.8537711962000001,0.1139283746,0.7327577451,0.029653949,-0.12101345110000006,True,True
AB08_Seokhyun::LG_0p8mps,knee_angle_r,knee,AB08_Seokhyun,LG_0p8mps,0.0703375073,0.6513148310000001,0.0791404394,0.5585754898,0.008802932099999994,-0.09273934120000005,True,True
AB08_Seokhyun::LG_0p8mps,ankle_angle_r,ankle,AB08_Seokhyun,LG_0p8mps,0.1675712865,0.9144716615,0.2000269667,0.8781324934,0.0324556802,-0.03633916810000004,True,True
AB08_Seokhyun::LG_0p8mps,hip_flexion_l,hip,AB08_Seokhyun,LG_0p8mps,0.0899445059,0.8561462661,0.14085553110000001,0.6472072355,0.050911025200000015,-0.20893903059999996,True,True
AB08_Seokhyun::LG_0p8mps,knee_angle_l,knee,AB08_Seokhyun,LG_0p8mps,0.06959280670000001,0.7823127679,0.1107710762,0.44848541210000004,0.04117826949999999,-0.3338273558,True,True
AB08_Seokhyun::LG_0p8mps,ankle_angle_l,ankle,AB08_Seokhyun,LG_0p8mps,0.15290502790000002,0.9236921134,0.1817613371,0.8921726552,0.028856309199999985,-0.03151945820000002,True,True
AB08_Seokhyun::RA_0p8mps,hip_flexion_r,hip,AB08_Seokhyun,RA_0p8mps,0.2534323724,0.3462915348,0.2016413772,0.5861726014,-0.051790995199999995,0.23988106660000003,False,False
AB08_Seokhyun::RA_0p8mps,knee_angle_r,knee,AB08_Seokhyun,RA_0p8mps,0.1426879663,0.5572025556,0.200922442,0.12201457800000001,0.05823447570000001,-0.43518797759999994,True,True
AB08_Seokhyun::RA_0p8mps,ankle_angle_r,ankle,AB08_Seokhyun,RA_0p8mps,0.27565268260000003,0.7703024493,0.36371145930000004,0.6001050807,0.08805877670000001,-0.1701973686,True,True
AB08_Seokhyun::RA_0p8mps,hip_flexion_l,hip,AB08_Seokhyun,RA_0p8mps,0.2603092194,0.3735498812,0.2362629585,0.48394181300000005,-0.024046260900000005,0.11039193180000006,False,False
AB08_Seokhyun::RA_0p8mps,knee_angle_l,knee,AB08_Seokhyun,RA_0p8mps,0.1089767263,0.6723956671,0.1451427569,0.4188705855,0.036166030599999996,-0.2535250816,True,True
AB08_Seokhyun::RA_0p8mps,ankle_angle_l,ankle,AB08_Seokhyun,RA_0p8mps,0.23077182710000002,0.8159598958000001,0.29027655900000005,0.7088137751,0.059504731900000024,-0.10714612070000007,True,True
AB08_Seokhyun::RD_0p8mps,hip_flexion_r,hip,AB08_Seokhyun,RD_0p8mps,0.1371958604,0.7614333401000001,0.2103256748,0.4393235478,0.07312981439999999,-0.3221097923000001,True,True
AB08_Seokhyun::RD_0p8mps,knee_angle_r,knee,AB08_Seokhyun,RD_0p8mps,0.1177810463,0.8606142131000001,0.1639118738,0.7300467842,0.0461308275,-0.13056742890000006,True,True
AB08_Seokhyun::RD_0p8mps,ankle_angle_r,ankle,AB08_Seokhyun,RD_0p8mps,0.1847536157,0.8829677701,0.3808672946,0.5026444723,0.1961136789,-0.38032329780000007,True,True
AB08_Seokhyun::RD_0p8mps,hip_flexion_l,hip,AB08_Seokhyun,RD_0p8mps,0.1376448805,0.7705034802,0.2307601997,0.3549731541,0.09311531919999999,-0.4155303261,True,True
AB08_Seokhyun::RD_0p8mps,knee_angle_l,knee,AB08_Seokhyun,RD_0p8mps,0.11154008750000001,0.8114856393000001,0.2056970531,0.3588810441,0.09415696559999999,-0.45260459520000007,True,True
AB08_Seokhyun::RD_0p8mps,ankle_angle_l,ankle,AB08_Seokhyun,RD_0p8mps,0.1340822248,0.9335267689000001,0.3251937056,0.6089893056,0.19111148079999998,-0.3245374633000001,True,True
AB08_Seokhyun::LG_1p2mps,hip_flexion_r,hip,AB08_Seokhyun,LG_1p2mps,0.1127996098,0.8924802702,0.18699282790000002,0.7045235524,0.07419321810000001,-0.1879567178,True,True
AB08_Seokhyun::LG_1p2mps,knee_angle_r,knee,AB08_Seokhyun,LG_1p2mps,0.0704399797,0.8087904141000001,0.11251936750000001,0.5121056592000001,0.04207938780000001,-0.2966847549,True,True
AB08_Seokhyun::LG_1p2mps,ankle_angle_r,ankle,AB08_Seokhyun,LG_1p2mps,0.19320514290000002,0.9075416984,0.22337796170000002,0.876408332,0.0301728188,-0.031133366399999973,True,True
AB08_Seokhyun::LG_1p2mps,hip_flexion_l,hip,AB08_Seokhyun,LG_1p2mps,0.1165220718,0.8921218581,0.23121911950000001,0.5752195236000001,0.11469704770000001,-0.31690233449999994,True,True
AB08_Seokhyun::LG_1p2mps,knee_angle_l,knee,AB08_Seokhyun,LG_1p2mps,0.09094959970000001,0.7045678982,0.0906122567,0.7067554205000001,-0.00033734300000000383,0.0021875223000000776,False,False
AB08_Seokhyun::LG_1p2mps,ankle_angle_l,ankle,AB08_Seokhyun,LG_1p2mps,0.1413051808,0.9431855385000001,0.1801417974,0.9076638615,0.038836616599999985,-0.035521677000000085,True,True
AB08_Seokhyun::LG_1p6mps,hip_flexion_r,hip,AB08_Seokhyun,LG_1p6mps,0.1267840761,0.9228867315,0.15318877020000002,0.8874219944,0.026404694100000015,-0.03546473709999998,True,True
AB08_Seokhyun::LG_1p6mps,knee_angle_r,knee,AB08_Seokhyun,LG_1p6mps,0.0846265086,0.9031732865000001,0.1281856329,0.7778424653,0.043559124300000016,-0.12533082120000005,True,True
AB08_Seokhyun::LG_1p6mps,ankle_angle_r,ankle,AB08_Seokhyun,LG_1p6mps,0.20830543270000001,0.9130442628000001,0.3276571005,0.7848525437,0.1193516678,-0.12819171910000005,True,True
AB08_Seokhyun::LG_1p6mps,hip_flexion_l,hip,AB08_Seokhyun,LG_1p6mps,0.1356822121,0.9203949024,0.1941662022,0.8369794625,0.058483990099999994,-0.0834154399,True,True
AB08_Seokhyun::LG_1p6mps,knee_angle_l,knee,AB08_Seokhyun,LG_1p6mps,0.11303787530000001,0.7854421689000001,0.1077842635,0.8049225297,-0.005253611800000002,0.01948036079999993,False,False
AB08_Seokhyun::LG_1p6mps,ankle_angle_l,ankle,AB08_Seokhyun,LG_1p6mps,0.1919448223,0.9111534305000001,0.2556947298,0.8423364089,0.06374990750000001,-0.06881702160000003,True,True
