trial,subject,condition,channel,rmse_awinda_nmpkg,r2_awinda,rmse_vicon_nmpkg,r2_vicon,rmse_reduction_pct,r2_increase,corr_angle
AB04_Changseob::LG_1p6mps,AB04_Changseob,LG_1p6mps,hip_flexion_l,0.17392431464096447,0.9434593313815043,0.16853916011484613,0.9633030190230343,3.096263186222715,0.019843687641529995,0.9952267864803959
AB04_Changseob::LG_1p6mps,AB04_Changseob,LG_1p6mps,knee_angle_l,0.06678920947927412,0.9689858649671672,0.05982036502852544,0.9715363205492927,10.434087339978532,0.0025504555821255215,0.9951669694848556
AB04_Changseob::LG_1p6mps,AB04_Changseob,LG_1p6mps,ankle_angle_l,0.11041562124707065,0.9823479860475307,0.10658051231248532,0.9917302466069147,3.4733390903119843,0.00938226055938396,0.9168208919350447
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,hip_flexion_r,0.2094656260249196,0.8749869253411423,0.19770708298597534,0.9055716321538713,5.613590765267324,0.030584706812728957,0.9964789863098665
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,knee_angle_r,0.17867958580721321,0.8050517565513604,0.12677745433699128,0.8829679232030713,29.047600057805074,0.07791616665171086,0.9972312485500031
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,ankle_angle_r,0.20262812707528022,0.8728457062950317,0.1653964107101815,0.9072461311874043,18.374406802500047,0.034400424892372605,0.974222385856398
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,hip_flexion_l,0.18174875106117797,0.8495218071997515,0.11649903675243106,0.9390936594676106,35.90105237465063,0.08957185226785913,0.9952308168308256
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,knee_angle_l,0.10951569775609195,0.9001870680953354,0.07808747038600254,0.9336253693619362,28.697463481522835,0.033438301266600745,0.9990417869174198
AB04_Changseob::RA_0p8mps,AB04_Changseob,RA_0p8mps,ankle_angle_l,0.146077165171049,0.8973608777699725,0.14576350335286808,0.9186460207616517,0.2147233743300143,0.021285142991679162,0.9666874670097548
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,hip_flexion_r,0.11605589239770028,0.7392886799394371,0.07951003145966384,0.8575292916720589,31.489879732087278,0.11824061173262179,0.9544525317815563
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,knee_angle_r,0.1690105082785074,0.9099995769761233,0.1166809006284313,0.9535651758039353,30.962339669343923,0.04356559882781197,0.9963516646714434
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,ankle_angle_r,0.15167660167060834,0.8944398503392026,0.11751154232977458,0.9314455786806682,22.52493724445978,0.03700572834146565,0.8185279348845073
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,hip_flexion_l,0.16115359788442565,0.5452436481341263,0.10607576730590643,0.7487914163933341,34.17722675854828,0.20354776825920784,0.9774346715147234
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,knee_angle_l,0.18575939143682887,0.8818506248874,0.1409027799816418,0.9185862254206969,24.147695095373656,0.03673560053329694,0.9984043197984819
AB04_Changseob::RD_0p8mps,AB04_Changseob,RD_0p8mps,ankle_angle_l,0.17309349676153538,0.8821510171431073,0.1474416922574799,0.8915302206531986,14.81962348902976,0.00937920351009136,0.7858656677793141
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,hip_flexion_r,0.16685719451670533,0.8117977635312584,0.09569996568116947,0.9354555789403644,42.6455862701274,0.12365781540910592,0.9863379939875988
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,knee_angle_r,0.1480103852971337,0.826596629546405,0.08279663766191739,0.930201881087143,44.060251248112394,0.10360525154073796,0.9899929438272915
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,ankle_angle_r,0.08461711652832005,0.9916248421509665,0.17905248183087252,0.9594652237316394,-111.60314742106156,-0.03215961841932702,0.8836870115709082
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,hip_flexion_l,0.1477858031915936,0.8543631745737097,0.11530975842026454,0.9245256119643982,21.975077490512543,0.0701624373906885,0.9846284230037595
AB05_Maria::LG_1p2mps,AB05_Maria,LG_1p2mps,knee_angle_l,0.09746418690349964,0.814180390068941,0.08329234019173226,0.8755165253012923,14.540568348247838,0.06133613523235126,0.9869554370689295
