trial,condition,task,t_s,gt_nmpkg,model_out_nmpkg
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.0,0.16643450607678392,-0.0015173204221499619
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.009997864000069967,0.17259475738917757,-0.02176810346299592
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.020000751999987187,0.1706584727795638,-0.04284355391406037
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.030003800000031333,0.1582012471195281,-0.0642482394789957
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.04000944000006257,0.13370090672493307,-0.08547105275612397
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.05000608800003192,0.09699597301855531,-0.10602544516448023
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.06000375999997232,0.04941194719640488,-0.12548750927910643
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.07000021600003947,-0.0064520541516269155,-0.14352742266301383
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.08000512000000981,-0.06704820611440211,-0.1599304937339404
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.09000160799996593,-0.1281393126713206,-0.17460539353195817
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.09999345599999288,-0.18501029019798437,-0.18757894193855743
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.11001871300004495,-0.2327430999515322,-0.1989787700504605
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.11999209600003269,-0.2666226932224618,-0.20900696674741082
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.12999712800001362,-0.2827469701542881,-0.21790909653214066
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.13999643199997536,-0.27963538463959214,-0.22594347349985797
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.1499938800000109,-0.26115428386366857,-0.23335515725806916
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.15997494300006565,-0.23699751083287074,-0.24035785548868402
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.17000212000004922,-0.2176229602590264,-0.247125030653763
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.1800015200000189,-0.2088610624835253,-0.2537894297771504
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.18999868000003062,-0.21143541045686473,-0.2604484670528205
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.200001344000043,-0.22303212700919076,-0.26717181637484805
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.209993096000062,-0.24031434666286675,-0.2740074747669844
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.2200027679999721,-0.26058445934669505,-0.2809834543642993
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.23000114399997074,-0.28225088167448026,-0.2881039054925976
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.24000028800003292,-0.30430711703686875,-0.29534041881944234
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.25000288800004,-0.325961617816442,-0.30262097789361136
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.2599919200000613,-0.3466088527988865,-0.3098200933895497
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.2699991599999976,-0.36576461802282906,-0.31675380419995286
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.280002847999981,-0.38304837482797693,-0.32318246947857154
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.2899777999999742,-0.3983244545930831,-0.32882279298824224
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.29999217600004613,-0.4117471608780578,-0.3333686515566761
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.31000504899998305,-0.4238312945363006,-0.3365184524741465
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.31998220800005583,-0.435540841962554,-0.3380053242090077
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.32999495199999274,-0.4480103069165355,-0.33762575554977414
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.33997550399999454,-0.46212432592365815,-0.33526246565843937
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.3499833519999811,-0.4783803120225507,-0.33089823239279037
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.35999846400000024,-0.496936183524039,-0.3246188875039057
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.3700053210000078,-0.517537113536461,-0.3166053834720944
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.37999304000004486,-0.5393440971107843,-0.30711642503663034
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.3900092090000271,-0.5609032242234391,-0.2964643719337641
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.3999778879999667,-0.580282599230622,-0.2849877854964856
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.4099964560000444,-0.595323724783774,-0.2730240565193705
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.4199988970000277,-0.6040884584688929,-0.26088508245713016
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.43000402500001655,-0.6054258539114322,-0.24883812267575084
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.4400060169999733,-0.5991765811427262,-0.237092962490941
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.45012164499996743,-0.58600243387707,-0.22579555813007923
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.4600019690000181,-0.5673217333552725,-0.21502755137496624
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.4699978490000376,-0.5451143916443142,-0.20481049394869935
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.47999750500002847,-0.5213702775474136,-0.1951133139526864
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.49000183300006483,-0.4977805675891064,-0.18586147868380248
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.49999992100003965,-0.4758344136604294,-0.1769464495078124
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.5100000890000729,-0.4567209537637343,-0.1682343664013158
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.5200430419999975,-0.44091264453165224,-0.15957339315065913
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.5299994010000546,-0.42795285751583556,-0.15079970597532316
ab05_maria_hip_0p8mps_lg_exo_on,LG_0p8mps,LG,0.5399917290000076,-0.4167054783046161,-0.14174259223334748
