trial,condition,n,mean_rmse_deg,mean_r2,lag_samples
AB03_Ilseung::LG_0p8mps,LG_0p8mps,5350,6.242575550893442,0.9189378842345081,233
AB03_Ilseung::LG_1p2mps,LG_1p2mps,6500,6.829311078449685,0.9196668761100312,270
AB03_Ilseung::LG_1p6mps,LG_1p6mps,6500,6.868903113850121,0.9136580508270057,229
AB03_Ilseung::RA_0p8mps,RA_0p8mps,6076,6.404231469629824,0.9705033469753374,332
AB03_Ilseung::RD_0p8mps,RD_0p8mps,5248,5.9176407838875065,0.8775438199175524,262
