trial,condition,n,mean_rmse_deg,mean_r2,lag_samples
AB08_Seokhyun::LG_0p8mps,LG_0p8mps,6500,5.490964400446974,0.9327399150795901,214
AB08_Seokhyun::LG_1p2mps,LG_1p2mps,6500,5.762802195725719,0.9343327923847786,181
AB08_Seokhyun::LG_1p6mps,LG_1p6mps,6500,5.827125056999438,0.9303072377161001,172
AB08_Seokhyun::RA_0p8mps,RA_0p8mps,6500,7.49958352733051,0.9611968512827659,631
AB08_Seokhyun::RD_0p8mps,RD_0p8mps,6500,5.611541437534832,0.9345253545875352,183
