trial,n,mean_rmse,mean_r2_x,mean_rmse_deg,mean_r2_y,lag_samples
AB02_Oscar::LG_0p8mps,6500,0.32324305680000004,0.4452106154,10.413839418545011,0.9048706042909819,1240
AB02_Oscar::RA_0p8mps,6500,0.2779982011,0.6831347242,7.589258070915828,0.954005064460849,295
AB02_Oscar::RD_0p8mps,6500,0.3633054606,0.6247553711,9.85190792216968,0.8746412971162433,759
AB02_Oscar::LG_1p2mps,6500,0.3030845896,0.6642344385000001,10.002948937249995,0.9376953260754536,288
AB02_Oscar::LG_1p6mps,6500,0.3247396034,0.7423630349,9.192861415559333,0.9364496298535309,259
