trial,condition,n,mean_rmse_deg,mean_r2,lag_samples
AB01_Jinwoo::LG_0p8mps,LG_0p8mps,6500,12.744019712789239,0.9186325672875276,711
AB01_Jinwoo::LG_1p2mps,LG_1p2mps,6500,13.01117291992549,0.9235472279825839,722
AB01_Jinwoo::LG_1p6mps,LG_1p6mps,6500,12.636867260820592,0.9219247757845302,1300
AB01_Jinwoo::RA_0p8mps,RA_0p8mps,6500,11.680573803063368,0.982221734256928,873
AB01_Jinwoo::RD_0p8mps,RD_0p8mps,6500,13.327129421814186,0.8755437454323268,746
