trial,condition,n,mean_rmse_deg,mean_r2,lag_samples
AB05_Maria::LG_0p8mps,LG_0p8mps,6500,154.71485528224608,0.39602716259523224,196
AB05_Maria::LG_1p2mps,LG_1p2mps,6500,8.779038578876202,0.929028718689973,221
AB05_Maria::LG_1p6mps,LG_1p6mps,6500,8.344964134068894,0.9267762739450668,179
AB05_Maria::RA_0p8mps,RA_0p8mps,6500,5.684673944675201,0.9641587567993416,257
AB05_Maria::RD_0p8mps,RD_0p8mps,6500,8.261217927056023,0.9150014341053719,198
