trial,n,mean_rmse,mean_r2
AB02_Oscar::LG_0p8mps,6500,0.32324305680000004,0.4452106154
AB02_Oscar::RA_0p8mps,6500,0.2779982011,0.6831347242
AB02_Oscar::RD_0p8mps,6500,0.3633054606,0.6247553711
AB02_Oscar::LG_1p2mps,6500,0.3030845896,0.6642344385000001
AB02_Oscar::LG_1p6mps,6500,0.3247396034,0.7423630349
