trial,n,mean_rmse,mean_r2
AB01_Jinwoo::LG_0p8mps,6500,0.1944926444,0.7074225722
AB01_Jinwoo::RA_0p8mps,6500,0.1665618768,0.856018057
AB01_Jinwoo::RD_0p8mps,6500,0.20625195400000002,0.765883403
AB01_Jinwoo::LG_1p2mps,6500,0.1815883002,0.8365444669000001
AB01_Jinwoo::LG_1p6mps,6500,0.1822830717,0.9035168848
