trial,n,mean_rmse,mean_r2_x,mean_rmse_deg,mean_r2_y,lag_samples
AB06_Jimin::LG_0p8mps,6500,0.12476904100000001,0.8008183716,5.171887102315656,0.876510208546577,214
AB06_Jimin::RA_0p8mps,6500,0.16887459800000001,0.820600341,7.208176854915447,0.9478609901615079,854
AB06_Jimin::RD_0p8mps,6500,0.1034077095,0.9100639124000001,4.502176419056755,0.8127408933449575,842
AB06_Jimin::LG_1p2mps,6500,0.1274358012,0.8882242578,6.136168771943399,0.901941569556223,254
AB06_Jimin::LG_1p6mps,6500,0.1323118894,0.924497396,6.321040021893837,0.8791149997353803,290
