trial,n,mean_rmse,mean_r2_x,mean_rmse_deg,mean_r2_y,lag_samples
AB01_Jinwoo::LG_0p8mps,6500,0.1944926444,0.7074225722,12.744019712789239,0.9186325672875276,711
AB01_Jinwoo::RA_0p8mps,6500,0.1665618768,0.856018057,11.680573803063368,0.982221734256928,873
AB01_Jinwoo::RD_0p8mps,6500,0.20625195400000002,0.765883403,13.327129421814186,0.8755437454323268,746
AB01_Jinwoo::LG_1p2mps,6500,0.1815883002,0.8365444669000001,13.01117291992549,0.9235472279825839,722
AB01_Jinwoo::LG_1p6mps,6500,0.1822830717,0.9035168848,12.636867260820592,0.9219247757845302,1300
