trial,n,mean_rmse,mean_r2
AB04_Changseob::LG_0p8mps,6500,0.12920952800000002,0.8096254038
AB04_Changseob::RA_0p8mps,6500,0.17135249190000001,0.8666590237
AB04_Changseob::RD_0p8mps,6500,0.159458248,0.8088288997
AB04_Changseob::LG_1p2mps,6500,0.10002657270000001,0.9389106456
AB04_Changseob::LG_1p6mps,6500,0.1105377005,0.9641475332
