trial,n,mean_rmse,mean_r2_x,mean_rmse_deg,mean_r2_y,lag_samples
AB03_Ilseung::LG_0p8mps,5350,0.08979471580000001,0.8405293211,6.242575550893442,0.9189378842345081,233
AB03_Ilseung::RA_0p8mps,6076,0.1556887995,0.8957571684000001,6.404231469629824,0.9705033469753374,332
AB03_Ilseung::RD_0p8mps,5248,0.1271917703,0.8778911086000001,5.9176407838875065,0.8775438199175524,262
AB03_Ilseung::LG_1p2mps,6500,0.1246253185,0.8852552504000001,6.829311078449685,0.9196668761100312,270
AB03_Ilseung::LG_1p6mps,6500,0.1447069554,0.9049761447,6.868903113850121,0.9136580508270057,229
