trial,n,mean_rmse,mean_r2
AB07_Amy::LG_0p8mps,6500,0.11378055320000001,0.7983080356000001
AB07_Amy::RA_0p8mps,6500,0.15366339210000002,0.8503505779
AB07_Amy::RD_0p8mps,6500,0.1307783437,0.8515398325
AB07_Amy::LG_1p2mps,6500,0.12821236390000001,0.8822874089
AB07_Amy::LG_1p6mps,6500,0.1365717232,0.9332470261
