trial,n,mean_rmse,mean_r2
AB06_Jimin::LG_0p8mps,6500,0.12476904100000001,0.8008183716
AB06_Jimin::RA_0p8mps,6500,0.16887459800000001,0.820600341
AB06_Jimin::RD_0p8mps,6500,0.1034077095,0.9100639124000001
AB06_Jimin::LG_1p2mps,6500,0.1274358012,0.8882242578
AB06_Jimin::LG_1p6mps,6500,0.1323118894,0.924497396
