trial,n,mean_rmse,mean_r2_x,mean_rmse_deg,mean_r2_y,lag_samples
AB07_Amy::LG_0p8mps,6500,0.11378055320000001,0.7983080356000001,4.766070530629862,0.9053087116785233,1178
AB07_Amy::RA_0p8mps,6500,0.15366339210000002,0.8503505779,4.433641131495981,0.9609823311467589,254
AB07_Amy::RD_0p8mps,6500,0.1307783437,0.8515398325,5.2014621735614766,0.8795248835864037,796
AB07_Amy::LG_1p2mps,6500,0.12821236390000001,0.8822874089,5.137805937374136,0.8940951703626108,217
AB07_Amy::LG_1p6mps,6500,0.1365717232,0.9332470261,5.4216106810695885,0.912469387739156,239
