joint,n_trials,rmse_nmpkg_mean_std,r2_nmpkg_mean_std,rmse_nmpkg_mean,rmse_nmpkg_std,r2_nmpkg_mean,r2_nmpkg_std
Hip R,22,0.157 ± 0.051,0.817 ± 0.070,0.15709992953587018,0.050842447294841685,0.8174927400038896,0.0699435242414636
